"""Procedimento"";""Quantidade aprovada"";""Valor aprovado"""
"""0603080170 SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML)"";7393;87889,48"
"""0603080189 SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA)"";46030;1155319,84"
"""0603080197 TACROLIMO 0,5 MG P/TRANSPLANTE (FRASCO-AMPOLA)"";1930;401573,31"
"""0603080200 TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA)"";4923565;17860577,42"
"""0603080219 TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA)"";668029;12091597,38"
"""0603080227 MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO)"";349051;1361846,85"
"""0603080278 EVEROLIMO 0,5 MG PARA TRANSPLANTE (POR COMPRIMIDO)"";10708;63437,83"
"""0603080286 EVEROLIMO 0,75 MG PARA TRANSPLANTE (POR COMPRIMIDO)"";1151;10238,64"
"""0603080294 EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO)"";18889;224521,92"
"""0702010014 BALAO DESTACAVEL"";63;49679,28"
"""0702010022 BOMBA IMPLANTAVEL DE INFUSAO DE FARMACOS NO SISTEMA NERVOSO CENTRAL"";301;3461500,00"
"""0702010030 CATETER ATRIAL / PERITONEAL"";206;28973,90"
"""0702010049 CATETER GUIA CALIBRE 6F A 8F"";16420;9244460,00"
"""0702010057 CATETER VENTRICULAR C/ RESERVATORIO"";1345;132980,15"
"""0702010065 CATETER VENTRICULAR ISOLADO"";52;2527,20"
"""0702010081 CONECTOR EM Y / RETO"";1176;92233,68"
"""0702010090 CONJUNTO DE CATETER DE DRENAGEM EXTERNA E/OU MPIC"";107683;56535728,66"
"""0702010103 CONJUNTO DE ELETRODO E EXTENSAO P/ ESTIMULACAO CEREBRAL"";1356;6237600,00"
"""0702010111 CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL"";33136;28026428,80"
"""0702010120 CONJUNTO PADRAO P/ HIDROCEFALIA"";7084;4347096,60"
"""0702010138 ESPIRAIS DE PLATINA"";70799;95578650,00"
"""0702010154 GERADOR P/ ESTIMULACAO CEREBRAL"";1828;21022000,00"
"""0702010162 INTRODUTOR 6FA 8F"";17186;1271764,00"
"""0702010170 MICRO CATETER FLUXO DEPENDENTE"";3539;4604769,85"
"""0702010189 MICRO CATETER P/ BALAO"";295;418725,95"
"""0702010197 MICROBALAO DE REMODELAGEM"";5490;10980000,00"
"""0702010200 SHUNT LOMBO-PERITONAL"";454;257735,80"
"""0702010219 VALVULA PARA HIDROCEFALIA"";1062;322348,86"
"""0702010227 CLIP TEMPORARIO"";16600;12035000,00"
"""0702010235 CLIP DE TITANIO PARA NEUROCIRURGIA"";46160;36928000,00"
"""0702010251 RESERVATORIO COM CATETER PARA INFUSAO DE FARMACOS"";25;7750,00"
"""0702020214 FIXADOR DINAMICO PARA MANDIBULA"";103;40170,00"
"""0702020222 SISTEMA PARA DISTRACAO OSTEOGENICA MANDIBULAR"";24;336000,00"
"""0702030023 ANCORA"";126408;24978220,80"
"""0702030031 ARRUELA DENTEADA"";3666;196493,86"
"""0702030040 ARRUELA LISA"";74246;597680,30"
"""0702030066 BARRA SACRAL"";123;8610,00"
"""0702030074 CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR"";37989;4186734,30"
"""0702030082 CIMENTO C/ ANTIBIOTICO"";15726;2080244,41"
"""0702030090 COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO"";16607;6013027,59"
"""0702030104 COMPONENTE ACETABULAR METALICO DE FIXACAO BIOLOGICA PRIMARIA / REVISAO"";80938;95599719,29"
"""0702030112 COMPONENTE CEFALICO"";4162;1773636,30"
"""0702030120 COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA"";42718;47849868,20"
"""0702030139 COMPONENTE CEFALICO PARA ARTROPLASTIA TOTAL DO QUADRIL (INCLUI PROTESE)"";105743;55771002,44"
"""0702030147 COMPONENTE DE AUMENTO TIBIAL P/ REVISAO DE PROTESE TOTAL DE JOELHO"";2512;1498487,20"
"""0702030155 COMPONENTE DE AUMENTO FEMURAL P/ REVISAO DE PROTESE TOTAL DE JOELHO"";3856;8397729,52"
"""0702030163 COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO"";64901;73162656,00"
"""0702030171 COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHARNLEY"";1480;1407386,36"
"""0702030180 COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA"";3021;6259573,47"
"""0702030198 COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO"";1625;4489215,74"
"""0702030201 COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL"";4408;11151031,68"
"""0702030210 COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO"";77366;137978350,94"
"""0702030228 COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA"";52163;95303288,50"
"""0702030236 COMPONENTE GLENOIDAL"";809;160319,53"
"""0702030244 COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA"";10128;1807533,78"
"""0702030252 COMPONENTE TIBIAL DE REVISAO DE POLIETILENO"";3486;2311191,12"
"""0702030260 COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA"";3182;4458656,51"
"""0702030279 COMPONENTE TIBIAL PRIMARIO DE POLIETILENO"";50923;24920264,41"
"""0702030287 COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA"";50811;49139768,46"
"""0702030295 COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA"";4713;3738587,25"
"""0702030309 COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA DE REVISAO"";186;167509,74"
"""0702030317 DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS"";745;1384201,00"
"""0702030325 FIO OLIVADO P/ FIXADOR EXTERNO"";41429;701807,26"
"""0702030333 FIO TIPO STEINMAN ROSQUEADO"";20021;316732,22"
"""0702030341 FITA PARA RECONSTRUCAO LIGAMENTAR"";36;10080,00"
"""0702030350 FIXADOR EXTERNO C/ SISTEMA DE ALONGAMENTO MONOFOCAL"";1416;1493752,56"
"""0702030368 FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL"";10369;14008933,76"
"""0702030376 FIXADOR EXTERNO C/ SISTEMA DE PEQUENOS FRAGMENTOS C/ SISTEMA DE CORRECAO ANGULAR"";5290;7147001,60"
"""0702030384 FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR"";55354;64426520,60"
"""0702030392 FIXADOR EXTERNO HIBRIDO"";18469;16865152,04"
"""0702030406 FIXADOR EXTERNO LINEAR"";221777;143735891,47"
"""0702030414 FIXADOR EXTERNO P/ PUNHO"";18495;10387901,70"
"""0702030422 FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO"";2592;2734326,72"
"""0702030430 FIXADOR PELVICO"";3166;3010042,84"
"""0702030449 GRAMPO"";2280;71284,92"
"""0702030457 HALO CRANIANO"";119;80786,72"
"""0702030465 HASTE DE ENDER"";1661;135388,11"
"""0702030481 HASTE FEMORAL CURTA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)"";113907;106683018,06"
"""0702030490 HASTE FEMORAL LONGA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)"";47092;46581051,80"
"""0702030503 HASTE FEMORAL P/ REVISAO DE PROTESE TOTAL DO JOELHO"";2363;3842550,46"
"""0702030511 HASTE INTRAMEDULAR BLOQUEADA DE FEMUR (INCLUI PARAFUSOS)"";52733;59060960,00"
"""0702030520 HASTE INTRAMEDULAR BLOQUEADA DE TIBIA (INCLUI PARAFUSOS)"";100430;110110447,70"
"""0702030538 HASTE INTRAMEDULAR BLOQUEADA DE UMERO (INCLUI PARAFUSOS)"";8117;8202715,52"
"""0702030546 HASTE INTRAMEDULAR FLEXIVEL P/ USO INFANTIL"";7254;1099924,02"
"""0702030554 HASTE INTRAMEDULAR NAO BLOQUEADA"";830;107153,00"
"""0702030562 HASTE INTRAMEDULAR RETROGRADA (INCLUI PARAFUSOS)"";18536;16791762,40"
"""0702030570 HASTE INTRAMEDULAR TIBIO-TARSICA"";191;150985,50"
"""0702030589 HASTE TIBIAL P/ REVISAO DE PROTESE TOTAL DO JOELHO"";2315;1707584,50"
"""0702030597 COMPONENTE ACETABULAR DE POLIETILENO P/ COMPONENTE METALICO PRIMARIO / DE REVISAO DE FIXACAO BIOLOGI"";76607;38180249,54"
"""0702030600 MINI-FIXADOR EXTERNO"";6883;5368740,00"
"""0702030619 MINI-PARAFUSO DE AUTO-COMPRESSAO"";13570;2094936,60"
"""0702030627 PARAFUSO CANULADO 3,5 MM"";81095;9408641,90"
"""0702030635 PARAFUSO CANULADO 4,5 MM"";70833;7290132,36"
"""0702030643 PARAFUSO CANULADO 7,0 MM"";154145;13917752,05"
"""0702030651 PARAFUSO CANULADO MINI"";20432;5256949,28"
"""0702030660 PARAFUSO CORTICAL 1,5 MM"";1594;28787,64"
"""0702030678 PARAFUSO CORTICAL 2,0 MM"";4765;73095,10"
"""0702030686 PARAFUSO CORTICAL 2,7 MM"";3179;53852,26"
"""0702030694 PARAFUSO CORTICAL 3,5 MM"";126702;1943608,68"
"""0702030708 PARAFUSO CORTICAL 4,5 MM"";12790;309232,35"
"""0702030716 PARAFUSO DE INTERFERENCIA DE TITANIO"";151971;73901977,59"
"""0702030724 PARAFUSO ESPONJOSO 4,0 MM"";195223;5409629,33"
"""0702030732 PARAFUSO ESPONJOSO 6,5 MM"";13853;383866,63"
"""0702030740 PARAFUSO MALEOLAR"";14433;315938,37"
"""0702030759 PARAFUSO METALICO DE INTERFERENCIA"";7347;1191949,92"
"""0702030767 PARAFUSO P/ COMPONENTE ACETABULAR"";116023;15341473,13"
"""0702030783 PARAFUSO CANULADO DE TITANIO AUTO-ROSCANTE PARA FIXACAO DE ODONTOIDE"";268;180297,00"
"""0702030791 PINO DE KNOWLES"";152;7384,16"
"""0702030805 PINO DE SHANTZ"";586923;16697959,35"
"""0702030813 PLACA C/ PARAFUSO DESLIZANTE DE 135 OU 150 GRAUS"";77587;59302847,58"
"""0702030821 PLACA C/ PARAFUSO DESLIZANTE DE 95 GRAUS"";25305;17381245,35"
"""0702030830 PLACA 1/3 TUBULAR 3,5 MM (INCLUI PARAFUSOS)"";261794;38850229,60"
"""0702030848 PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)"";3523;624275,60"
"""0702030856 PLACA ANGULADA 4,5 MM (INCLUI PARAFUSOS)"";4181;1596932,95"
"""0702030864 PLACA CALCO (INCLUI PARAFUSOS)"";1783;550501,25"
"""0702030872 PLACA COBRA 4,5 MM (INCLUI PARAFUSOS)"";14;10721,34"
"""0702030880 PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)"";1479;791220,63"
"""0702030899 PLACA DE COMPRESSAO DINAMICA 3,5 MM (INCLUI PARAFUSOS)"";193920;35644435,20"
"""0702030902 PLACA DE COMPRESSAO DINAMICA 4,5 MM ESTREITA (INCLUI PARAFUSOS)"";81210;19155814,80"
"""0702030910 PLACA DE COMPRESSAO DINAMICA 4,5 MM LARGA (INCLUI PARAFUSOS)"";31901;9446843,13"
"""0702030929 PLACA DE RECONSTRUCAO 3,5 MM (INCLUI PARAFUSOS)"";122669;36788433,10"
"""0702030937 PLACA DE RECONSTRUCAO DE 4,5 MM (INCLUI PARAFUSOS)"";1643;535108,67"
"""0702030945 PLACA DE SUPORTE DE PLATEAU TIBIAL 4,5 MM (INCLUI PARAFUSOS)"";5007;1445570,97"
"""0702030953 PLACA EM L 2,7MM (INCLUI PARAFUSOS)"";1425;187188,00"
"""0702030961 PLACA EM L 3,5 MM (INCLUI PARAFUSOS)"";1501;413495,48"
"""0702030970 PLACA EM L 4,5 MM (INCLUI PARAFUSOS)"";44556;12863762,76"
"""0702030988 PLACA EM T 2,7MM (INCLUI PARAFUSOS)"";3069;403143,84"
"""0702030996 PLACA EM T 3,5 MM (INCLUI PARAFUSOS)"";58992;16251116,16"
"""0702031003 PLACA EM T 4,5 MM (INCLUI PARAFUSOS)"";39302;12812452,00"
"""0702031011 PLACA EM TREVO 3,5 MM (INCLUI PARAFUSOS)"";2973;819002,04"
"""0702031020 PLACA EM TREVO 4,5 MM (INCLUI PARAFUSOS)"";3921;1132031,91"
"""0702031046 PLACA P/ CALCANEO (INCLUI PARAFUSO)"";11159;3577686,99"
"""0702031054 PLACA PONTE 3,5 MM (INCLUI PARAFUSOS)"";34045;17948524,00"
"""0702031062 PLACA PONTE 4,5 MM (INCLUI PARAFUSO)"";12625;7122141,25"
"""0702031070 PLACA SEMITUBULAR 2,7 MM (INCLUI PARAFUSOS)"";2776;407072,64"
"""0702031089 PLACA SEMITUBULAR 3,5 MM (INCLUI PARAFUSOS)"";6443;944801,52"
"""0702031100 PLACAS TORACO-LOMBO-SACRAL ASSOCIADA A PARAFUSOS INTRA-SOMATICOS DE TITANIO"";388;871490,68"
"""0702031127 PROTESE DE CABECA DE RADIO"";11897;9260267,89"
"""0702031135 PROTESE INTERFALANGEANA"";10;3154,20"
"""0702031143 PROTESE METACARPO-FALANGEANA"";9;2838,78"
"""0702031151 PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO INFERIOR"";2525;11552914,05"
"""0702031160 PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO SUPERIOR"";209;728801,81"
"""0702031178 PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO INFERIOR"";3994;16011146,19"
"""0702031186 PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO SUPERIOR"";503;1127575,10"
"""0702031194 PROTESE NAO CONVENCIONAL BI-ARTICULADA TOTAL"";1381;7739483,06"
"""0702031208 PROTESE NAO CONVENCIONAL DIAFISARIA"";1355;2993940,25"
"""0702031216 PROTESE NAO CONVENCIONAL EXTENSIVEL"";2717;13595324,60"
"""0702031224 PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO (TIPO THOMPSON)"";10922;7802311,79"
"""0702031232 PROTESE TENDINOSA DE SILICONE"";204;153405,96"
"""0702031240 PROTESE TOTAL DE COTOVELO (COMPONENTE UMERAL CIMENTADO + COMPONENTE ULNAR)"";171;649800,00"
"""0702031259 RESTRITOR DE CIMENTO FEMORAL/UMERAL"";47337;1867449,60"
"""0702031267 SISTEMA DE FIXACAO OCCIPITO-CERVICAL ASSOCIADO A PARAFUSO GANCHO E FIO"";747;1090343,61"
"""0702031275 SISTEMA DE GUIAS E INJECAO DE MATERIAL PROPRIO A VERTEBROPLASTIA"";378;168210,00"
"""0702031283 TELA DE RECONSTRUCAO ACETABULAR"";254;108847,02"
"""0702031291 TELA DE RECONSTRUCAO FEMORAL"";71;26038,43"
"""0702031313 PLACA EM L 1,5MM (INCLUI PARAFUSOS)"";1238;363253,96"
"""0702031321 PARAFUSO BLOQUEADO"";82253;1776664,80"
"""0702031330 PLACA EM T 2,0MM (INCLUI PARAFUSOS)"";1389;141678,00"
"""0702031348 FIO DE KIRSCHNER"";1107150;14392950,00"
"""0702031356 PLACA RETA DE 2,0MM (INCLUI PARAFUSOS)"";4916;603684,80"
"""0702031364 MINI PLACA EM T OU L (INCLUI PARAFUSO)"";2014;205428,00"
"""0702031380 CIMENTO S/ ANTIBIOTICO"";174633;12708974,02"
"""0702031399 PLACA BLOQUEADA DE RADIO DISTAL (INCLUI PARAFUSO)"";28653;8407363,26"
"""0702040010 AGULHA P/ PUNCAO TRANSEPTAL"";3341;3616687,76"
"""0702040029 ANEL P/ ANELOPLASTIA VALVULAR"";1937;1159812,82"
"""0702040037 BAINHA P/ PUNCAO TRANSEPTAL"";4149;2796842,83"
"""0702040045 CARDIOVERSOR DESFIBRILADOR C/ MARCAPASSO MULTI-SITIO"";5246;236033087,70"
"""0702040053 GERADOR- PARA CARDIOVERSOR DESFIBRILADOR IMPLANTAVEL (CDI)"";2572;68791485,82"
"""0702040061 CARDIOVERSOR DESFIBRILADOR IMPLANTAVEL"";8456;271829563,40"
"""0702040070 CATETER BALAO P/ ANGIOPLASTIA PERIFERICA"";163214;93240444,96"
"""0702040088 CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA"";723000;333020018,12"
"""0702040096 CATETER BALAO P/ SEPTOSTOMIA"";707;408331,15"
"""0702040100 CATETER BALAO P/ VALVOPLASTIA"";2763;6045305,92"
"""0702040118 CATETER DE ACESSO VENOSO CENTRAL POR INSERCAO PERIFERICA (PICC)"";183229;41115523,36"
"""0702040134 CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA"";752797;147134173,65"
"""0702040150 CATETER VENOSO CENTRAL DUPLO LUMEN"";321304;35970945,79"
"""0702040169 COILS EMBOLIZANTE"";12947;12111315,32"
"""0702040177 CONJUNTO DE ACESSO HEPATICO TRANSJUGULAR"";457;2268590,99"
"""0702040185 CONJUNTO DO SEIO CORONARIO"";93;557476,16"
"""0702040193 CONJUNTO P/ CIRCULACAO EXTRACORPOREA (ADULTO)"";205117;509631385,17"
"""0702040207 CONJUNTO P/ CIRCULACAO EXTRACORPOREA (NEONATAL)"";3849;10853449,36"
"""0702040215 CONJUNTO P/ CIRCULACAO EXTRACORPOREA (PEDIATRICO)"";18650;49469639,70"
"""0702040223 CONJUNTO P/ VALVOPLASTIA MITRAL PERCUTANEA"";745;4163529,35"
"""0702040231 ELETRODO DE CARDIOVERSOR DESFIBRILADOR"";7643;46866172,65"
"""0702040240 ELETRODO ENDOCARDICO DEFINITIVO"";204361;184515730,58"
"""0702040258 ELETRODO EPICARDICO DEFINITIVO"";2905;3224141,45"
"""0702040266 ELETRODO P/ MARCAPASSO TEMPORARIO ENDOCARDICO"";40471;10190240,18"
"""0702040274 ELETRODO P/ MARCAPASSO TEMPORARIO EPICARDICO"";144845;4779482,85"
"""0702040282 ENDOPROTESE AORTICA BIFURCADA"";9594;154036362,20"
"""0702040290 ENDOPROTESE AORTICA TUBULAR / CONICA"";21271;250354370,22"
"""0702040304 ENDOPROTESE TORACICA RETA"";6126;85764000,00"
"""0702040312 ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALVADO)"";2567;10299830,80"
"""0702040320 ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO C/ COLAGENO"";3805;2617351,49"
"""0702040339 ENXERTO ARTERIAL TUBULAR INORGANICO C/ COLAGENO"";16524;14418267,12"
"""0702040347 ENXERTO ARTERIAL TUBULAR ORGANICO"";1354;504959,88"
"""0702040355 ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO"";1061;1577474,12"
"""0702040363 ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATE 20CM (PTFE)"";33188;15451418,92"
"""0702040371 ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATE 70CM (PTFE)"";445250;12576548,39"
"""0702040380 FIO GUIA DIRIGIVEL PARA ANGIOPLASTIA"";938177;210111726,45"
"""0702040398 GUIA E FILTRO P/ VEIA CAVA"";7319;27612869,72"
"""0702040401 INTRODUTOR DE PUNCAO P/ IMPLANTACAO DE ELETRODO ENDOCARDICO"";208703;26482323,67"
"""0702040410 MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA DUPLA"";115919;549100369,83"
"""0702040428 MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA UNICA"";21707;87190720,18"
"""0702040436 MARCAPASSO MULTI-SITIO"";3450;49267823,42"
"""0702040444 PATCH INORGANICO (20 CM2)"";6316;642910,26"
"""0702040452 PATCH INORGANICO (50 CM2)"";5554;627878,30"
"""0702040460 PATCH ORGANICO (20 CM2)"";15944;1647941,37"
"""0702040479 PATCH ORGANICO (50 CM2)"";19140;4150827,90"
"""0702040487 STENT FARMACOLOGICO PARA ARTERIA PERIFERICA"";1559;3294728,24"
"""0702040517 STENT PARA ARTERIA PERIFERICA"";66083;134445863,50"
"""0702040533 STENT PARA ARTERIA CORONARIA"";178752;327647041,58"
"""0702040541 PROTESE VALVULAR BIOLOGICA"";53844;94502137,62"
"""0702040550 PROTESE VALVULAR BIOLOGICA S/ SUPORTE / ANEL"";459;572562,57"
"""0702040568 PROTESE VALVULAR MECANICA DE BAIXO PERFIL (DISCO)"";503;929442,14"
"""0702040576 PROTESE VALVULAR MECANICA DE DUPLO FOLHETO"";27140;100187310,00"
"""0702040584 SISTEMA DE COLOCACAO DE COILS"";868;1534869,32"
"""0702040592 SISTEMA DE ELETRODOS P/ ESTIMULACAO MULTI-SITIO"";5989;34381341,84"
"""0702040606 SISTEMA DE PROTECAO DISTAL PARA CAROTIDA E/OU CORONARIA"";10114;32628021,00"
"""0702040614 STENT FARMACOLOGICO PARA ARTERIA CORONARIA"";685975;1199158935,56"
"""0702050016 BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CIRCULACAO EXTRACORPOREA E/OU CIRCULACAO ASSISTIDA"";171995;125480672,20"
"""0702050024 CANULA P/ TRAQUEOSTOMIA S/ BALAO"";94985;848189,26"
"""0702050032 CARGA P/ GRAMPEADOR LINEAR"";623;158242,00"
"""0702050040 CARGA P/ GRAMPEADOR LINEAR CORTANTE"";275984;70099936,00"
"""0702050059 CATETER BALAO P/ EMBOLECTOMIA ARTERIAL / VENOSA"";57525;5533905,00"
"""0702050067 CATETER DE TERMODILUICAO"";5193;1230844,86"
"""0702050075 CATETER DE TERMODILUICAO CONTINUA"";5788;3002235,60"
"""0702050083 CATETER MULTIPERFURADO P/ INFUSAO DE DROGAS"";655;128019,75"
"""0702050091 CATETER P/ ACESSO VENOSO CENTRAL SEMI / TOTALMENTE IMPLANTAVEL DE LONGA PERMANENCIA"";125075;-"
"""0702050105 CIANOACRILATO (FRASCO)"";5081;2540500,00"
"""0702050121 CONJUNTO DESCARTAVEL DE BALAO INTRA-AORTICO"";13300;24258402,00"
"""0702050130 CONJUNTO PARA AUTOTRANSFUSAO"";50110;5735590,60"
"""0702050148 DISPOSITIVO DE BLOQUEIO"";268;19054,80"
"""0702050156 DISPOSITIVO INTERSOMATICO DE MANUTENCAO DE ESPACO INTERVERTEBRAL CARREADOR DE ENXERTO (TIPO CESTA"";40187;54507637,45"
"""0702050164 ESPACADOR DE TENDAO"";10;366,20"
"""0702050172 FIO MONONYLON 8.0"";479;43023,78"
"""0702050180 FIO MONONYLON 9.0"";2037;182963,34"
"""0702050199 FIO MALEAVEL DE CERCLAGEM, DE TITANIO, P/ COLUNA, METAFISE E DIAFISE"";2751;380298,24"
"""0702050229 GANCHO LAMINAR INFERIOR DE DISTRACAO-SISTEMA HARRINGTON (TODOS)"";81;53613,90"
"""0702050237 GANCHO LAMINAR SUPERIOR DE DISTRACAO-SISTEMA HARRINGTON (TODOS)"";37;24490,30"
"""0702050261 GRAMPEADOR CIRCULAR INTRALUMINAL"";53786;51602288,40"
"""0702050270 GRAMPEADOR LINEAR"";36914;38132162,00"
"""0702050288 GRAMPEADOR LINEAR CORTANTE"";256605;265072965,00"
"""0702050334 HASTE PARA ASSOCIACAO COM PARAFUSOS DE TITANIO"";121367;55993879,12"
"""0702050342 INTRODUTOR VALVULADO"";801340;78114623,20"
"""0702050350 MICRO CATETER"";33576;55400400,00"
"""0702050369 MICRO GUIA"";27890;23148700,00"
"""0702050377 PARAFUSO ASSOCIAVEL A PLACA TORACO-LOMBO-SACRA TIPO PEDICULAR MONO-AXIAL."";48527;19907716,48"
"""0702050407 PARAFUSO DE TITANIO ASSOCIAVEL A PLACA CERVICAL"";78009;13712422,02"
"""0702050415 PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRAIS DE TITANIO"";6610;1383473,00"
"""0702050423 PARTICULAS EMBOLIZANTES (FRASCO)"";11981;3594300,00"
"""0702050431 PATCH INORGANICO (ATE 260 CM2)"";39346;36985,24"
"""0702050440 PATCH ORGANICO (ATE 260 CM2)"";426434;456284,38"
"""0702050458 PLACA CERVICAL ASSOCIADA A PARAFUSOS INTRA-SOMATICOS DE TITANIO"";14510;35110137,20"
"""0702050466 PLACA CERVICAL ASSOCIADA A PARAFUSOS DE TITANIO P/ FIXACAO EM ESTRUTURAS POSTERIORES"";1114;1426354,46"
"""0702050474 PLACA DE RECONSTRUCAO EM TITANIO P/ FRATURA DE MANDIBULA (INCLUI PARAFUSOS)"";13520;15550163,20"
"""0702050482 PLACA DE TITANIO SISTEMA MINI/MICROFRAGMENTOS (INCLUI PARAFUSOS)"";499886;180863753,66"
"""0702050490 PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSOS PEDICULARES DE TITANIO"";1558;4277099,50"
"""0702050504 PROTESE P/ ESOFAGO"";28;2113,16"
"""0702050512 RETANGULO TIPO HARTSHILL / SIMILAR"";93;77119,32"
"""0702050520 SISTEMA PARA FIXACAO TRANSVERSAL DE TITANIO"";21667;16927560,42"
"""0702050539 SUBSTITUTO TEMPORARIO DE PELE BIOLOGICO / SINTETICO (POR CM2)"";20814;624,42"
"""0702050547 TELA INORGANICA DE POLIPROPILENO C/ SISTEMA DUPLO"";33888;8810880,00"
"""0702050555 TELA INORGANICA DE POLIPROPILENO GRANDE (ACIMA DE 401 CM2)"";24167;3625050,00"
"""0702050563 TELA INORGANICA DE POLIPROPILENO MEDIA (101 A 400 CM2)"";45392;5674000,00"
"""0702050571 TELA INORGANICA DE POLIPROPILENO PEQUENA (ATE 100 CM2)"";396799;40473498,00"
"""0702050784 CONECTOR BARRA JUNCAO CERVICO TORACICA"";1044;73080,00"
"""0702050792 FIO TIPO STEINMAN LISO"";107256;1441520,64"
"""0702050806 FIO GUIA HIDROFILICO 0,035"";24074;7222200,00"
"""0702050814 CATETER VENOSO CENTRAL MONO LUMEN"";799457;-"
"""0702050822 DISPOSITIVO PEDICULAR PARA FIXACAO DE HASTE (INCLUI BLOQUEADOR)"";477344;238672000,00"
"""0702050830 STENT ESOFAGICO"";1011;4044000,00"
"""0702060011 CATETER DUPLO J"";389671;70140600,00"
"""0702060020 PROTESE PENIANA MALEAVEL (PAR DE CORPOS CAVERNOSOS)"";1839;1213740,00"
"""0702060038 PROTESE TESTICULAR EM GEL DE SILICONE"";859;300650,00"
"""0702070041 ESFERA DE MULLER"";857;51420,00"
"""0702070050 TUBO DE DRENAGEM PARA GLAUCOMA"";3369;2695200,00"
"""0702080012 EXPANSOR TECIDUAL"";7861;4810932,00"
"""0702080020 PROTESE GLUTEA DE SILICONE (PAR)"";24;31200,00"
"""0702080039 PROTESE MAMARIA DE SILICONE"";30441;22648104,00"
"""0702090018 PROTESE DE ACO-TEFLON"";987;1120787,85"
"""0702090034 PROTESE P/ IMPLANTE COCLEAR MULTICANAL"";513;22484866,95"
"""0702090042 PROTESE TRAQUEOESOFAGICA PARA REABILITACAO DA FONACAO DO PACIENTE LARINGECTOMIZADO..INCLUI MATE"";1553;2206225,00"
"""0702090050 IMPLANTE DE TITANIO DA PROTESE AUDITIVA ANCORADA NO OSSO"";31;200531,25"
"""0702090069 PILAR DA PROTESE AUDITIVA ANCORADA NO OSSO"";14;61582,50"
"""0702090085 PROTESE AUDITIVA ANCORADA NO OSSO"";642;16611750,00"
"""0702090093 PROTESE PARA IMPLANTE COCLEAR MULTICANAL"";5544;242994351,60"
